Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_1 Spectral Count	control_2 Spectral Count	control_3 Spectral Count	control_4 Spectral Count	control_5 Spectral Count	control_6 Spectral Count	control_1 Unique Spectral Count	control_2 Unique Spectral Count	control_3 Unique Spectral Count	control_4 Unique Spectral Count	control_5 Unique Spectral Count	control_6 Unique Spectral Count	control_1 Total Spectral Count	control_2 Total Spectral Count	control_3 Total Spectral Count	control_4 Total Spectral Count	control_5 Total Spectral Count	control_6 Total Spectral Count	control_1 Intensity	control_2 Intensity	control_3 Intensity	control_4 Intensity	control_5 Intensity	control_6 Intensity	control_1 MaxLFQ Intensity	control_2 MaxLFQ Intensity	control_3 MaxLFQ Intensity	control_4 MaxLFQ Intensity	control_5 MaxLFQ Intensity	control_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|P49755|TMEDA_HUMAN	P49755	TMEDA_HUMAN	TMED10	219	Homo sapiens	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 10	1.0	0.999	4	18	0	18	5	3	2	3	2	3	0	0	0	0	0	0	5	3	2	3	2	3	171414.02	128041.18	130249.54	142007.95	144874.19	140652.89	67454.82	63150.73	64107.25	69291.93	70986.91	69045.586	
sp|P49756|RBM25_HUMAN	P49756	RBM25_HUMAN	RBM25	843	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 25	1.0	0.999	24	230	108	230	42	43	32	38	35	40	23	19	15	17	15	19	42	43	32	38	35	40	1972992.2	2006095.6	1993437.2	1942840.0	1895323.4	1984743.1	173334.75	176820.66	179013.6	179482.23	177862.47	180545.52	
sp|P49757|NUMB_HUMAN	P49757	NUMB_HUMAN	NUMB	651	Homo sapiens	1:Experimental evidence at protein level	Protein numb homolog	1.0	0.999	8	33	0	33	9	6	5	4	5	4	0	0	0	0	0	0	9	6	5	4	5	4	242051.22	212075.97	206889.75	250995.14	241759.3	223008.84	57454.344	59195.73	56993.684	61592.523	61891.9	64878.715	
sp|P49760|CLK2_HUMAN	P49760	CLK2_HUMAN	CLK2	499	Homo sapiens	1:Experimental evidence at protein level	Dual specificity protein kinase CLK2	0.9507	0.999	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	35740.066	0.0	31169.26	41625.926	40793.633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|B1AVT0|B1AVT0_HUMAN
sp|P49761|CLK3_HUMAN	P49761	CLK3_HUMAN	CLK3	638	Homo sapiens	1:Experimental evidence at protein level	Dual specificity protein kinase CLK3	1.0	0.999	3	4	2	4	0	1	0	2	0	1	0	1	0	1	0	0	0	1	0	2	0	1	18798.078	44063.656	27327.895	33625.766	0.0	31306.04	0.0	30075.746	0.0	28685.148	0.0	0.0	
sp|P49768|PSN1_HUMAN	P49768	PSN1_HUMAN	PSEN1	467	Homo sapiens	1:Experimental evidence at protein level	Presenilin-1	0.9999	0.9982	2	5	0	5	2	2	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	197168.58	91302.67	162114.81	0.0	0.0	60814.688	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A8V8TLT5|A0A8V8TLT5_HUMAN, tr|A0A8V8TPK5|A0A8V8TPK5_HUMAN, tr|A0A8V8TPL0|A0A8V8TPL0_HUMAN, tr|A0A8V8TQ36|A0A8V8TQ36_HUMAN, tr|A0A8V8TQ90|A0A8V8TQ90_HUMAN, tr|A0A8V8TR52|A0A8V8TR52_HUMAN, tr|G3V4M0|G3V4M0_HUMAN
sp|P49770|EI2BB_HUMAN	P49770	EI2BB_HUMAN	EIF2B2	351	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit beta	1.0	0.999	8	55	33	55	11	8	9	8	10	9	6	4	6	4	6	7	11	8	9	8	10	9	680596.3	685353.6	664996.5	574190.5	632663.4	503861.28	123343.76	121564.11	122564.28	122697.4	116312.09	120760.5	
sp|P49773|HINT1_HUMAN	P49773	HINT1_HUMAN	HINT1	126	Homo sapiens	1:Experimental evidence at protein level	Adenosine 5'-monophosphoramidase HINT1	1.0	0.999	7	159	76	159	32	25	25	28	29	20	17	11	11	13	15	9	32	25	25	28	29	20	3794991.2	3991390.0	3581387.8	3850976.2	3592240.5	3681410.8	795301.7	811205.7	791870.06	835570.9	830749.8	822131.5	
sp|P49775|HNT2_YEAST	P49775	HNT2_YEAST	HNT2	206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Bis(5'-adenosyl)-triphosphatase	0.9511	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5086.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49790|NU153_HUMAN	P49790	NU153_HUMAN	NUP153	1475	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup153	1.0	0.999	43	322	322	322	55	50	50	57	52	58	55	50	50	57	52	58	55	50	50	57	52	58	2496906.0	2347254.5	2703757.2	2813332.8	2898249.0	2804332.2	153223.42	155770.42	156789.4	155422.89	158927.64	158383.11	
sp|P49792|RBP2_HUMAN	P49792	RBP2_HUMAN	RANBP2	3224	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase RanBP2	1.0	0.999	108	790	176	790	127	146	137	133	137	110	28	32	27	30	33	26	127	146	137	133	137	110	7879059.5	9115509.0	7915509.0	8499392.0	8470647.0	8541085.0	479616.22	483133.25	474937.0	482101.22	478348.5	474493.62	
sp|P49815|TSC2_HUMAN	P49815	TSC2_HUMAN	TSC2	1807	Homo sapiens	1:Experimental evidence at protein level	Tuberin	1.0	0.999	4	6	0	6	1	3	0	0	1	1	0	0	0	0	0	0	1	3	0	0	1	1	11448.97	54857.125	13923.162	10273.051	12114.213	18469.646	0.0	20770.125	0.0	0.0	0.0	17846.592	tr|A0A2R8Y5F1|A0A2R8Y5F1_HUMAN, tr|A0A2R8Y7C8|A0A2R8Y7C8_HUMAN, tr|A0A2R8Y7X5|A0A2R8Y7X5_HUMAN, tr|A0A2R8YDR3|A0A2R8YDR3_HUMAN, tr|A0A2R8YDZ2|A0A2R8YDZ2_HUMAN, tr|A0A2R8YGD6|A0A2R8YGD6_HUMAN, tr|A0A2R8YGU4|A0A2R8YGU4_HUMAN, tr|H3BMQ0|H3BMQ0_HUMAN, tr|X5D2U8|X5D2U8_HUMAN
sp|P49821|NDUV1_HUMAN	P49821	NDUV1_HUMAN	NDUFV1	464	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	1.0	0.999	14	92	0	92	13	17	17	17	15	13	0	0	0	0	0	0	13	17	17	17	15	13	948357.8	828377.6	932847.75	1005562.94	900339.56	899512.75	164000.44	150406.97	161169.14	164970.39	159924.12	160701.27	tr|G3V0I5|G3V0I5_HUMAN
sp|P49840|GSK3A_HUMAN	P49840	GSK3A_HUMAN	GSK3A	483	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 alpha	1.0	0.999	13	94	0	94	15	19	11	16	18	15	0	0	0	0	0	0	15	19	11	16	18	15	509296.34	472231.56	446407.66	485654.12	506421.0	495129.44	77377.945	74564.53	76855.164	77090.08	76284.875	81661.055	
sp|P49841|GSK3B_HUMAN	P49841	GSK3B_HUMAN	GSK3B	420	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 beta	1.0	0.999	7	22	11	27	4	3	4	3	4	4	2	1	2	1	2	3	5	4	5	3	4	6	83453.21	87963.36	100999.77	98931.86	108990.43	109863.16	36386.5	39123.2	42983.29	42465.777	47576.723	48200.613	
sp|P49848|TAF6_HUMAN	P49848	TAF6_HUMAN	TAF6	677	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 6	1.0	0.999	7	36	0	36	7	6	5	7	6	5	0	0	0	0	0	0	7	6	5	7	6	5	176510.06	159247.27	148007.31	161196.52	161765.88	139279.53	51600.91	45987.695	42997.754	46980.61	46692.2	45727.637	tr|A0A8I5KRU1|A0A8I5KRU1_HUMAN, tr|C9JTY6|C9JTY6_HUMAN, tr|J3KR72|J3KR72_HUMAN
sp|P49902|5NTC_HUMAN	P49902	5NTC_HUMAN	NT5C2	561	Homo sapiens	1:Experimental evidence at protein level	Cytosolic purine 5'-nucleotidase	1.0	0.999	9	30	0	30	6	11	5	2	3	3	0	0	0	0	0	0	6	11	5	2	3	3	222534.67	267485.16	229402.11	241798.36	240941.47	286664.66	57787.55	59539.84	60549.484	62606.645	62144.03	67178.3	tr|A0A6Q8PHP0|A0A6Q8PHP0_HUMAN
sp|P49903|SPS1_HUMAN	P49903	SPS1_HUMAN	SEPHS1	392	Homo sapiens	1:Experimental evidence at protein level	Selenide, water dikinase 1	1.0	0.999	9	104	70	104	21	18	15	20	17	13	16	12	9	14	11	8	21	18	15	20	17	13	1004161.9	1072646.4	749957.0	969324.94	941322.8	997425.9	247829.6	252550.44	239412.44	238351.6	228577.27	231301.48	
sp|P49914|MTHFS_HUMAN	P49914	MTHFS_HUMAN	MTHFS	203	Homo sapiens	1:Experimental evidence at protein level	5-formyltetrahydrofolate cyclo-ligase	1.0	0.999	3	16	0	16	3	3	3	3	2	2	0	0	0	0	0	0	3	3	3	3	2	2	330766.4	316543.3	289003.5	290972.3	308215.44	381043.4	249235.25	232557.06	222567.25	229418.12	246840.92	271476.12	tr|A0A0A6YYL1|A0A0A6YYL1_HUMAN, tr|A0A0U1RQM3|A0A0U1RQM3_HUMAN
sp|P49915|GUAA_HUMAN	P49915	GUAA_HUMAN	GMPS	693	Homo sapiens	1:Experimental evidence at protein level	GMP synthase [glutamine-hydrolyzing]	1.0	0.999	37	588	566	588	94	111	93	95	98	97	90	107	88	92	95	94	94	111	93	95	98	97	1.0572194E7	1.0819039E7	1.0483049E7	1.059452E7	1.0570501E7	1.055407E7	832539.7	838670.06	810082.25	813730.8	806363.8	792372.25	
sp|P49916|DNLI3_HUMAN	P49916	DNLI3_HUMAN	LIG3	1009	Homo sapiens	1:Experimental evidence at protein level	DNA ligase 3	1.0	0.999	22	138	79	138	24	27	22	19	21	25	15	16	12	12	11	13	24	27	22	19	21	25	959874.25	1122436.6	1041480.94	1094822.6	966865.56	1057482.1	100032.73	103151.76	101434.516	103819.586	102304.26	102453.28	
sp|P49954|NIT3_YEAST	P49954	NIT3_YEAST	NIT3	291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Omega-amidase NIT3	1.0	0.999	6	49	49	49	7	8	10	10	6	8	7	8	10	10	6	8	7	8	10	10	6	8	412423.12	441105.1	407542.38	397547.6	433800.66	467754.72	191558.88	196113.89	199417.81	131755.83	120665.2	124803.95	
sp|P49955|SF3B1_YEAST	P49955	SF3B1_YEAST	HSH155	971	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	U2 snRNP component HSH155	0.9998	0.999	3	8	8	16	4	0	0	0	2	2	4	0	0	0	2	2	5	1	1	2	3	4	12901.182	9183.869	0.0	0.0	13525.776	6676.81	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49956|CTF18_YEAST	P49956	CTF18_YEAST	CTF18	741	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Chromosome transmission fidelity protein 18	0.9989	0.999	2	5	5	5	1	2	1	0	0	1	1	2	1	0	0	1	1	2	1	0	0	1	7674.944	6323.103	7095.5576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49957|TRM9_YEAST	P49957	TRM9_YEAST	TRM9	279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase	1.0	0.9988	3	3	3	3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	42497.586	53299.52	56723.273	0.0	43668.34	45157.227	27266.674	33149.125	33677.344	0.0	0.0	0.0	
sp|P49959|MRE11_HUMAN	P49959	MRE11_HUMAN	MRE11	708	Homo sapiens	1:Experimental evidence at protein level	Double-strand break repair protein MRE11	1.0	0.999	21	165	6	165	28	28	31	32	26	20	2	2	1	0	1	0	28	28	31	32	26	20	1137240.4	1234561.8	1224312.2	1197003.0	1188978.9	1173902.0	118126.78	123293.25	118298.86	119804.09	121580.19	119738.766	
sp|P50085|PHB2_YEAST	P50085	PHB2_YEAST	PHB2	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Prohibitin-2	1.0	0.999	4	20	20	38	5	5	4	1	3	2	5	5	4	1	3	2	8	7	7	5	6	5	148356.83	129942.63	153189.33	67422.2	69487.21	73268.63	65775.31	58124.953	68694.15	35786.625	37424.56	39320.285	
sp|P50086|PSD10_YEAST	P50086	PSD10_YEAST	NAS6	228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Probable 26S proteasome regulatory subunit p28	1.0	0.999	7	35	35	35	11	9	7	3	3	2	11	9	7	3	3	2	11	9	7	3	3	2	404821.94	369666.94	375045.88	294787.7	222078.12	196308.86	107302.68	100797.9	108833.47	69528.05	69045.81	67182.17	
sp|P50087|MIC26_YEAST	P50087	MIC26_YEAST	MIC26	233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	MICOS subunit MIC26	0.999	0.999	2	3	3	3	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	40993.445	32041.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50088|SPG1_YEAST	P50088	SPG1_YEAST	SPG1	95	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Stationary phase gene 1 protein	0.9484	0.9989	1	5	5	5	2	1	1	1	0	0	2	1	1	1	0	0	2	1	1	1	0	0	58796.93	41542.312	31457.463	54294.156	33975.277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50089|YG51_YEAST	P50089	YG51_YEAST	YGR237C	785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Uncharacterized protein YGR237C	0.9513	0.999	1	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0.0	12114.49	7481.756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50094|IMDH4_YEAST	P50094	IMDH4_YEAST	IMD4	524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Inosine-5'-monophosphate dehydrogenase 4	1.0	0.999	13	16	16	78	2	6	2	2	1	3	2	6	2	2	1	3	13	18	14	11	11	11	118232.484	116757.21	139489.02	64907.004	65235.32	61834.61	63684.492	62090.152	59316.938	41597.85	41828.52	39586.246	
sp|P50095|IMDH3_YEAST	P50095	IMDH3_YEAST	IMD3	523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Inosine-5'-monophosphate dehydrogenase 3	1.0	0.999	17	200	36	200	36	41	37	26	32	28	7	9	7	5	4	4	36	41	37	26	32	28	3623623.5	3649416.0	3628233.2	1883822.2	1971708.6	1849856.9	591012.7	593789.75	592648.25	313920.78	323409.7	316701.25	
sp|P50101|UBP15_YEAST	P50101	UBP15_YEAST	UBP15	1230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 15	1.0	0.999	12	39	39	39	12	7	11	3	4	2	12	7	11	3	4	2	12	7	11	3	4	2	430715.72	427561.8	444232.44	266687.6	222178.16	207928.64	150336.52	149993.36	160609.89	98284.39	100614.55	110325.42	
sp|P50106|RPA14_YEAST	P50106	RPA14_YEAST	RPA14	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA14	0.9514	0.999	1	10	10	10	3	3	4	0	0	0	3	3	4	0	0	0	3	3	4	0	0	0	44072.816	36936.07	45702.645	10851.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50107|LGUL_YEAST	P50107	LGUL_YEAST	GLO1	326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glyoxalase I	1.0	0.999	6	36	36	36	9	9	11	3	2	2	9	9	11	3	2	2	9	9	11	3	2	2	329034.75	347266.62	331897.78	103670.49	193537.7	151317.22	96484.234	100820.76	95475.09	56938.2	56119.934	58657.613	
sp|P50108|MNN10_YEAST	P50108	MNN10_YEAST	MNN10	393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Probable alpha-1,6-mannosyltransferase MNN10	1.0	0.999	5	13	13	13	3	4	6	0	0	0	3	4	6	0	0	0	3	4	6	0	0	0	101530.195	79742.11	82676.33	38413.01	44312.66	43486.04	61870.266	57039.133	59090.977	0.0	0.0	0.0	
sp|P50109|PSP2_YEAST	P50109	PSP2_YEAST	PSP2	593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein PSP2	1.0	0.999	13	57	57	57	15	16	13	6	4	3	15	16	13	6	4	3	15	16	13	6	4	3	394589.1	508544.0	481514.34	535694.2	211244.34	408968.8	117233.62	122740.73	126353.11	76719.06	69249.16	75977.16	
sp|P50110|SAM37_YEAST	P50110	SAM37_YEAST	SAM37	327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Sorting assembly machinery 37 kDa subunit	1.0	0.999	3	4	4	4	0	2	1	0	0	1	0	2	1	0	0	1	0	2	1	0	0	1	82767.09	74576.02	77111.03	74406.06	62792.61	44096.188	53373.617	43249.605	51079.992	42712.598	40539.516	29879.008	
sp|P50111|ZDS1_YEAST	P50111	ZDS1_YEAST	ZDS1	915	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein ZDS1	1.0	0.999	3	6	6	6	1	4	1	0	0	0	1	4	1	0	0	0	1	4	1	0	0	0	4978.891	12628.993	5393.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50148|GNAQ_HUMAN	P50148	GNAQ_HUMAN	GNAQ	359	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(q) subunit alpha	1.0	0.999	7	8	0	15	3	1	1	3	0	0	0	0	0	0	0	0	7	3	2	3	0	0	112687.766	120471.2	194542.4	91934.734	85823.58	95872.14	70353.914	61889.797	75524.07	61053.508	58444.504	65316.957	
sp|P50151|GBG10_HUMAN	P50151	GBG10_HUMAN	GNG10	68	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	0.9514	0.999	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	7617.3438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A024R161|A0A024R161_HUMAN
sp|P50213|IDH3A_HUMAN	P50213	IDH3A_HUMAN	IDH3A	366	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	1.0	0.999	12	91	0	91	14	15	13	16	19	14	0	0	0	0	0	0	14	15	13	16	19	14	1213205.1	1216206.0	1216697.1	1286333.2	1249166.5	1267356.6	236285.97	240047.3	246753.73	254200.83	257577.03	258060.34	
sp|P50225|ST1A1_HUMAN	P50225	ST1A1_HUMAN	SULT1A1	295	Homo sapiens	1:Experimental evidence at protein level	Sulfotransferase 1A1	0.9972	0.999	3	24	0	24	3	2	4	7	5	3	0	0	0	0	0	0	3	2	4	7	5	3	119065.31	105816.766	116589.875	135614.03	132205.34	148003.08	53777.664	52757.32	57622.285	56556.32	62958.88	61346.305	tr|H3BRY5|H3BRY5_HUMAN
sp|P50263|SIP18_YEAST	P50263	SIP18_YEAST	SIP18	79	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein SIP18	1.0	0.999	2	8	8	8	2	3	3	0	0	0	2	3	3	0	0	0	2	3	3	0	0	0	88182.06	70204.05	76004.52	39458.594	43137.086	22837.666	46463.098	37027.31	40137.13	20747.957	22789.488	0.0	
sp|P50264|FMS1_YEAST	P50264	FMS1_YEAST	FMS1	508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Polyamine oxidase FMS1	1.0	0.999	2	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	34782.867	41400.09	13054.062	7606.348	0.0	0.0	19515.502	22803.38	0.0	0.0	0.0	0.0	
sp|P50278|SOL1_YEAST	P50278	SOL1_YEAST	SOL1	321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	6-phosphogluconolactonase-like protein 1	1.0	0.999	4	12	10	12	2	4	4	1	1	0	2	3	3	1	1	0	2	4	4	1	1	0	245760.52	237527.0	222423.27	131430.47	49472.633	117984.59	77692.31	73809.55	70366.73	39271.805	37882.824	35886.383	
sp|P50336|PPOX_HUMAN	P50336	PPOX_HUMAN	PPOX	477	Homo sapiens	1:Experimental evidence at protein level	Protoporphyrinogen oxidase	1.0	0.999	6	20	0	20	3	5	3	3	4	2	0	0	0	0	0	0	3	5	3	3	4	2	61364.156	87996.95	85267.95	69444.3	90426.98	79679.18	32915.797	38826.086	36738.97	39264.15	39535.105	34246.3	tr|A0A494C146|A0A494C146_HUMAN
sp|P50395|GDIB_HUMAN	P50395	GDIB_HUMAN	GDI2	445	Homo sapiens	1:Experimental evidence at protein level	Rab GDP dissociation inhibitor beta	1.0	0.999	31	519	173	519	94	90	78	83	89	85	30	29	26	29	29	30	94	90	78	83	89	85	1.5138243E7	1.5408421E7	1.4970631E7	1.5186401E7	1.5116549E7	1.4957195E7	1355087.5	1376634.5	1381001.8	1418451.0	1421768.2	1409533.2	
sp|P50402|EMD_HUMAN	P50402	EMD_HUMAN	EMD	254	Homo sapiens	1:Experimental evidence at protein level	Emerin	1.0	0.999	6	25	0	25	3	7	2	5	5	3	0	0	0	0	0	0	3	7	2	5	5	3	150288.52	176317.97	180281.45	187287.69	159147.95	184956.64	45709.785	47146.457	46866.457	49916.7	49827.957	49373.965	tr|A0A804HIV7|A0A804HIV7_HUMAN
sp|P50416|CPT1A_HUMAN	P50416	CPT1A_HUMAN	CPT1A	773	Homo sapiens	1:Experimental evidence at protein level	Carnitine O-palmitoyltransferase 1, liver isoform	1.0	0.999	11	55	36	55	8	9	10	10	8	10	5	5	7	6	6	7	8	9	10	10	8	10	417670.8	483286.25	477231.94	474973.8	470705.5	438876.9	87219.68	81929.94	83787.67	85888.4	88473.92	86686.26	
sp|P50453|SPB9_HUMAN	P50453	SPB9_HUMAN	SERPINB9	376	Homo sapiens	1:Experimental evidence at protein level	Serpin B9	1.0	0.999	17	101	89	110	16	15	13	19	18	20	15	13	12	17	14	18	18	17	14	21	19	21	1443345.5	1384168.6	1485504.4	1561374.2	1460776.6	1410713.2	211353.88	205391.28	208400.16	211021.7	209902.36	200362.58	
sp|P50454|SERPH_HUMAN	P50454	SERPH_HUMAN	SERPINH1	418	Homo sapiens	1:Experimental evidence at protein level	Serpin H1	1.0	0.999	19	276	0	276	43	53	42	49	44	45	0	0	0	0	0	0	43	53	42	49	44	45	4327896.5	4280222.5	4181674.2	4153119.5	4053317.8	3981922.0	569535.6	572260.4	546983.1	523100.44	509485.78	501762.5	
sp|P50457|PUUE_ECOLI	P50457	PUUE_ECOLI	puuE	421	Escherichia coli (strain K12)	1:Experimental evidence at protein level	4-aminobutyrate aminotransferase PuuE	1.0	0.999	5	25	25	25	1	1	1	7	8	7	1	1	1	7	8	7	1	1	1	7	8	7	57990.566	72132.21	83260.914	274839.75	260762.6	254473.72	28318.309	29230.148	36438.676	108286.92	102887.49	99195.18	
sp|P50479|PDLI4_HUMAN	P50479	PDLI4_HUMAN	PDLIM4	330	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 4	1.0	0.999	5	15	12	15	1	6	2	4	1	1	1	5	1	4	0	1	1	6	2	4	1	1	117703.92	265589.56	133777.69	65195.54	125232.45	98644.13	64124.688	71979.74	73418.13	0.0	68941.07	56126.723	
sp|P50502|F10A1_HUMAN	P50502	F10A1_HUMAN	ST13	369	Homo sapiens	1:Experimental evidence at protein level	Hsc70-interacting protein	1.0	0.999	8	164	0	164	26	29	28	26	26	29	0	0	0	0	0	0	26	29	28	26	26	29	5770116.5	5761873.0	5871689.0	5939666.0	5880619.0	5932412.0	1362706.1	1373149.5	1402326.9	1426096.0	1417035.1	1425228.8	
sp|P50542|PEX5_HUMAN	P50542	PEX5_HUMAN	PEX5	639	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal targeting signal 1 receptor	1.0	0.999	9	26	0	26	5	7	7	3	3	1	0	0	0	0	0	0	5	7	7	3	3	1	167447.0	160667.17	141716.86	255435.25	204642.75	173286.25	52295.508	45799.504	53658.953	55262.258	51548.445	54412.844	tr|B4E0T2|B4E0T2_HUMAN
sp|P50548|ERF_HUMAN	P50548	ERF_HUMAN	ERF	548	Homo sapiens	1:Experimental evidence at protein level	ETS domain-containing transcription factor ERF	1.0	0.999	2	15	15	15	3	1	3	3	3	2	3	1	3	3	3	2	3	1	3	3	3	2	46989.258	32920.65	46640.617	54878.133	46862.895	48832.41	34850.35	0.0	32349.615	40073.94	32670.34	37241.28	
sp|P50552|VASP_HUMAN	P50552	VASP_HUMAN	VASP	380	Homo sapiens	1:Experimental evidence at protein level	Vasodilator-stimulated phosphoprotein	1.0	0.999	15	196	0	196	37	38	30	32	28	31	0	0	0	0	0	0	37	38	30	32	28	31	2809226.5	3310498.8	3091359.5	2958635.8	2983032.0	2995086.8	636363.3	643882.9	637699.06	625227.0	640963.06	630094.56	
sp|P50570|DYN2_HUMAN	P50570	DYN2_HUMAN	DNM2	870	Homo sapiens	1:Experimental evidence at protein level	Dynamin-2	1.0	0.999	28	249	142	249	43	41	39	38	46	42	25	25	22	20	28	22	43	41	39	38	46	42	3027027.0	2825895.2	2912986.5	2847405.5	2873445.5	2900632.2	217320.16	210878.53	215665.66	215939.52	217243.52	215434.52	
sp|P50579|MAP2_HUMAN	P50579	MAP2_HUMAN	METAP2	478	Homo sapiens	1:Experimental evidence at protein level	Methionine aminopeptidase 2	1.0	0.999	23	314	0	314	57	52	52	49	54	50	0	0	0	0	0	0	57	52	52	49	54	50	3667747.2	3528481.0	3528531.2	3397816.2	3418145.5	3128578.5	348358.03	336458.0	336242.1	337717.53	335011.38	323328.38	
sp|P50583|AP4A_HUMAN	P50583	AP4A_HUMAN	NUDT2	147	Homo sapiens	1:Experimental evidence at protein level	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	1.0	0.999	3	21	21	21	5	4	4	3	2	3	5	4	4	3	2	3	5	4	4	3	2	3	83200.61	91694.87	88654.484	79692.43	80674.336	79496.27	51225.1	53547.285	54307.652	48387.496	48588.78	47991.902	
sp|P50613|CDK7_HUMAN	P50613	CDK7_HUMAN	CDK7	346	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 7	1.0	0.999	7	18	0	18	3	2	3	3	3	4	0	0	0	0	0	0	3	2	3	3	3	4	215730.89	183274.44	322189.12	260292.4	280236.0	183172.48	84527.375	82331.19	89971.7	86081.98	84757.555	84719.23	
